,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx,seed_number
1025,7291,3929,257,445,5,7891,56,47,0,92,182854.125,65287.68125,-0.6395512819290161,2872920768512.0,1238091300864.0,1
1026,8035,3925,134,485,3,836,65,69,41,46,157232.175,72624.175,-0.6490592956542969,2115310452736.0,1285191499776.0,1
1027,8183,3281,1942,93,2,2915,33,13,44,0,244282.05,81478.04375,-0.6008027195930481,11473875107840.0,507379220480.0,1
1028,5,3170,1,61,5,226,63,54,14,61,276199.0,218222.775,0.014221967197954655,14234880000.0,1066715971584.0,1
1029,3763,2699,703,37,0,3379,15,2,60,0,318162.6,106188.45,-0.5691385269165039,4377688932352.0,271664644096.0,1
1030,8067,2286,662,74,3,2508,0,10,44,23,287301.3,85442.875,-0.4032953679561615,4885235367936.0,349363961856.0,1
1031,127,3954,7,429,58,1651,33,84,0,63,204498.9125,127229.95,-0.45913755893707275,118176645120.0,3009369079808.0,1
1032,8064,3897,50,387,25,3484,98,78,31,94,114721.575,59004.85625,-0.704505980014801,1786877181952.0,2167890771968.0,1
1033,75,2922,1,77,6,1355,25,13,46,6,350320.45,210061.15,-0.017464008182287216,67606405120.0,621731971072.0,1
1034,884,3994,6,77,60,794,57,34,3,38,227522.8,128419.7625,-0.6332942247390747,213571829760.0,2697101574144.0,1
1035,64,3245,16,45,3,1875,49,58,3,3,254847.65,192668.75,-0.18275856971740723,161461108736.0,797849747456.0,1
1036,3724,2344,218,42,3,2732,15,97,27,14,195481.675,113288.85,-0.42929765582084656,1864097071104.0,701669507072.0,1
1037,384,3048,1,50,3,1715,0,50,43,49,308485.7,162390.9875,-0.14008104801177979,134529925120.0,544467714048.0,1
1038,7836,3935,1,1007,26,235,62,34,51,67,188639.275,68585.11875,-0.6437476873397827,1377783775232.0,2390832185344.0,1
1039,79,3321,0,1842,4,892,58,93,35,57,194176.075,156903.45,-0.28946730494499207,46292484096.0,2665976954880.0,1
1040,7800,2846,209,66,5,1363,31,4,45,57,251983.4,73357.15,-0.595321536064148,2477626228736.0,618269048832.0,1
1041,8183,2861,94,74,28,2931,95,12,50,53,165802.475,66865.7875,-0.69901043176651,2012699688960.0,1756163604480.0,1
1042,6267,3962,246,578,5,7892,96,81,1,93,116239.8,64412.4625,-0.7033214569091797,2638379483136.0,1685319581696.0,1
1043,4462,2986,254,77,1,1506,6,10,19,61,303872.1,90613.575,-0.5555014610290527,2132163952640.0,370085003264.0,1
1044,64,3549,7,50,3,595,14,10,28,28,352615.65,189556.225,-0.1727685183286667,68686716928.0,438960685056.0,1
1045,8112,3310,1599,85,4,668,71,12,61,56,195515.8,68664.6,-0.6587738990783691,9623385931776.0,867904782336.0,1
1046,7779,3949,625,84,3,2771,19,57,51,17,215562.5,78789.675,-0.57829749584198,4655254863872.0,606061985792.0,1
1047,8124,2798,854,90,0,1586,7,5,35,15,300167.65,83441.3875,-0.5590468049049377,5844563394560.0,280454430720.0,1
1048,4223,2257,1686,49,2,2100,0,14,5,11,307382.15,117612.9,-0.37313327193260193,9444067901440.0,279712006144.0,1
1049,1215,3963,0,690,22,2484,96,95,1,81,117580.3,94003.13125,-0.7014707326889038,302123548672.0,2449190682624.0,1
1050,7692,3929,1271,13,0,3987,96,24,45,5,172707.0875,76511.59375,-0.7028214931488037,7991989370880.0,801286324224.0,1
1051,167,3845,7,834,7,268,30,94,89,94,199346.075,110610.5,-0.42159634828567505,74688004096.0,1802177609728.0,1
1052,132,3926,1,301,11,323,56,66,33,12,212269.75,159734.975,-0.47295141220092773,39881601024.0,1392013475840.0,1
1053,4167,3438,1366,85,3,1587,55,10,19,4,230488.8,100099.2375,-0.6345018744468689,7777205354496.0,656887185408.0,1
1054,8070,3241,1822,45,1,2835,17,29,16,2,254076.55,85282.725,-0.5748515725135803,10836885110784.0,379331575808.0,1
1055,1016,3908,1,434,60,628,94,76,16,82,140298.9625,100829.34375,-0.6951974034309387,204894699520.0,3422170906624.0,1
1056,6372,3914,783,578,5,7893,100,80,65,94,112449.0875,58487.21875,-0.7101804614067078,5406134370304.0,1737170354176.0,1
1057,7292,3324,776,941,24,1611,99,99,82,26,102464.975,71865.0875,-0.70474773645401,5301280964608.0,2624927825920.0,1
1058,4584,2198,654,50,3,4083,97,34,11,1,167196.075,107656.875,-0.5323401689529419,4295410581504.0,944915873792.0,1
1059,8076,3309,1985,50,4,3411,64,14,29,76,200365.0625,65217.475,-0.6506204605102539,11693501448192.0,809898541056.0,1
1060,99,3161,6,50,0,677,6,9,31,35,444780.9,208912.7,0.013247438706457615,72650883072.0,306687574016.0,1
1061,398,2954,6,82,0,1301,3,14,29,47,407173.25,174335.125,-0.148391455411911,147464323072.0,349793288192.0,1
1062,6147,2289,1239,85,0,1589,6,25,28,5,290246.55,99919.2625,-0.4044629633426666,7471716892672.0,324307222528.0,1
1063,113,3242,0,1597,59,780,96,97,17,71,154553.2125,154389.875,-0.3273289203643799,48125444096.0,4519724318720.0,1
1064,8092,2298,999,962,29,7531,96,99,81,89,104352.04375,59785.54375,-0.5945463180541992,6798265810944.0,2854614728704.0,1
1065,8064,2286,361,73,2,2507,0,14,2,11,288766.3,92180.2625,-0.39959585666656494,3343556542464.0,290844835840.0,1
1066,3977,3079,1,418,65,3589,25,13,46,94,260031.5,75135.8,-0.5893970131874084,828362915840.0,2906973011968.0,1
1067,6517,3076,22,1934,59,1392,30,71,86,94,190829.85,63802.3375,-0.5949673652648926,1297899716608.0,4227716349952.0,1
1068,4434,2709,214,66,0,1501,6,5,19,63,323898.4,91272.3125,-0.5547182559967041,1922307194880.0,314115883008.0,1
1069,56,3546,0,51,12,595,14,26,12,4,338161.55,207944.3875,-0.15881243348121643,31454083072.0,769410269184.0,1
1070,696,3306,1,589,22,2826,31,52,14,78,240858.5,117473.975,-0.44140008091926575,229372133376.0,1844366802944.0,1
1071,6539,2975,976,73,2,743,1,18,58,56,281004.225,78314.76875,-0.5473851561546326,6162533580800.0,402572836864.0,1
1072,192,3261,1,939,55,764,95,94,23,60,155402.9125,154111.425,-0.3674696087837219,66414084096.0,3790876442624.0,1
1073,10,3198,0,93,5,226,63,52,13,90,264671.45,191610.3875,-0.07615386694669724,9985280000.0,1118734647296.0,1
1074,3995,3949,398,84,3,2771,45,58,60,30,194145.05,86834.9125,-0.62042236328125,2834295685120.0,802187247616.0,1
1075,7999,3236,1823,77,2,2476,80,93,30,4,126156.4875,79385.7,-0.6750364899635315,10816551124992.0,994099855360.0,1
1076,112,3210,41,61,2,915,1,14,21,29,379457.2,198209.3,-0.06454669684171677,262796148736.0,347823538176.0,1
1077,7947,3510,1430,74,3,3252,30,61,41,22,199977.85,77464.2625,-0.5963507294654846,8823646453760.0,672547471360.0,1
1078,1919,3916,7,429,56,628,63,94,31,81,149998.1,93088.425,-0.6456333994865417,392809021440.0,3144337588224.0,1
1079,7348,3154,1921,74,0,1066,51,10,18,13,242210.05,84738.125,-0.6281760334968567,11153546674176.0,538006159360.0,1
1080,4725,3128,6,34,36,4020,92,24,82,34,169535.4625,79089.3125,-0.6908502578735352,999897694208.0,2004794867712.0,1
1081,698,3204,47,732,26,2420,96,33,46,81,187256.05,109214.025,-0.5313628315925598,450429419520.0,2441015984128.0,1
1082,6271,3909,510,77,17,1451,99,67,2,58,125655.975,74576.19375,-0.7038447260856628,3755788468224.0,1577389129728.0,1
1083,6216,3165,1008,58,4,792,1,29,25,56,267133.6,81716.3625,-0.5470762848854065,6271933087744.0,470395224064.0,1
1084,4228,3949,1454,84,4,2828,92,60,51,22,142476.3875,85218.125,-0.6952690482139587,8283656028160.0,1096545927168.0,1
1085,7696,3793,625,85,3,2771,17,57,50,15,217948.975,79704.55,-0.5751746296882629,4640805486592.0,592531226624.0,1
1086,183,3321,0,803,56,313,96,95,56,32,157909.55,168759.6125,-0.3628547489643097,43274878976.0,3712737083392.0,1
1087,10,864,0,34,4,226,56,53,14,69,427207.0,359736.025,0.9077840447425842,9985280000.0,1005086441472.0,1
1088,112,2937,6,66,1,611,1,14,23,30,434915.75,237961.925,0.13299845159053802,72506245120.0,329994928128.0,1
1089,5,3197,1,67,5,227,63,48,45,34,279817.9,221633.525,-0.023428726941347122,14271360000.0,1023838257152.0,1
1090,6263,3077,216,39,1,825,62,64,4,44,177034.4,84384.6375,-0.6417542695999146,2226279153664.0,812105269248.0,1
1091,8179,2921,233,77,0,1491,1,62,28,63,243385.025,74928.8625,-0.5493955612182617,2671151939584.0,488366145536.0,1
1092,7823,3670,1144,61,3,3667,1,58,24,30,233130.175,79173.3875,-0.5503339171409607,7352879153152.0,488345698304.0,1
1093,6211,2961,849,90,0,1274,1,26,26,8,290453.1,93057.56875,-0.5489206910133362,5474566537216.0,305178050560.0,1
1094,3939,3937,1442,36,1,7641,25,42,75,94,237858.15,70574.7875,-0.5905856490135193,8347483897856.0,630324396032.0,2
1095,7036,3851,428,171,30,3804,98,55,74,54,132560.975,65297.2375,-0.7053741216659546,3554956279808.0,2054299058176.0,2
1096,5056,2167,160,39,13,5901,75,91,11,18,142482.5375,100982.23125,-0.4737178087234497,1914616938496.0,1321559916544.0,2
1097,7226,3137,6,1136,61,1489,76,28,93,88,176742.6875,59997.2875,-0.6681697964668274,1342940643328.0,3727946678272.0,2
1098,7048,2810,339,87,81,1760,100,13,79,73,160855.15,63345.64375,-0.7066042423248291,3026800607232.0,3535581478912.0,2
1099,1251,3814,37,1857,78,1241,85,65,20,50,157848.55,106415.5125,-0.682344913482666,452485775360.0,5094935887872.0,2
1100,7842,2941,82,71,21,1825,91,99,64,35,109528.2875,71835.7375,-0.6909955739974976,1851551645696.0,1733920423936.0,2
1101,3859,3136,86,248,55,7673,96,51,93,3,148318.3,90425.68125,-0.7044981718063354,1392005742592.0,2885606440960.0,2
1102,1153,2924,63,606,7,2526,26,63,63,93,229606.8,100813.0,-0.43989890813827515,615422754816.0,1419009720320.0,2
1103,3956,3136,90,1535,31,3129,87,93,77,88,120378.15,69217.425,-0.6882826089859009,1263606300672.0,3395203104768.0,2
1104,5436,2262,55,232,1,2106,59,39,34,39,211219.275,92620.8625,-0.4819103181362152,1304726077440.0,894879989760.0,2
1105,7639,2457,1941,9,3,4858,43,100,27,78,152526.7,68452.0125,-0.5569543838500977,11444935458816.0,868108337152.0,2
1106,4848,2447,32,56,12,4885,88,3,52,19,193650.3125,88768.51875,-0.6138721108436584,1185984675840.0,1132786352128.0,2
1107,8129,2705,11,523,4,3873,87,34,8,60,159052.775,68485.7625,-0.6879423260688782,1612703334400.0,1376081412096.0,2
1108,5400,2662,171,42,10,2097,87,35,24,79,164698.675,73157.9375,-0.679602861404419,1892050534400.0,1206749364224.0,2
1109,5251,3828,85,54,19,3288,90,38,53,54,157479.35,73131.0625,-0.6901611685752869,1469240180736.0,1510424182784.0,2
1110,7160,2936,339,88,50,5889,100,45,48,13,139413.6,75889.6375,-0.7099757194519043,3196923674624.0,2547190857728.0,2
1111,6920,2315,162,87,33,6416,100,96,11,85,104204.14375,68217.9,-0.6012899875640869,2268129132544.0,2216349663232.0,2
1112,860,3675,90,79,19,1122,47,4,55,61,267503.45,109620.275,-0.5802923440933228,651439374336.0,1218129690624.0,2
1113,7840,3056,1117,50,11,3289,40,97,91,57,156326.925,66433.69375,-0.613030731678009,7203809918976.0,1141232500736.0,2
1114,3068,3881,38,201,2,1849,37,31,58,38,238716.925,94218.90625,-0.6062493920326233,796088860672.0,760150884352.0,2
1115,7939,3054,1835,11,4,3902,73,30,1,60,178196.2,70145.21875,-0.6652353405952454,10919566376960.0,838409256960.0,2
1116,4174,2702,12,629,3,2241,86,61,8,59,149755.125,86064.975,-0.6834197044372559,869801590784.0,1540516610048.0,2
1117,7980,3207,94,840,11,7166,87,5,72,97,178290.725,55985.6,-0.6896681785583496,2131854360576.0,1874317148160.0,2
1118,979,3655,4,1473,15,1736,38,3,59,73,273549.525,98096.50625,-0.5864299535751343,254233624576.0,2245108432896.0,2
1119,2609,2273,20,25,4,2606,79,36,23,51,199408.175,115708.2125,-0.460927814245224,651641618432.0,956319268864.0,2
1120,3939,3985,418,84,1,7514,38,58,76,33,210039.85,85466.76875,-0.6113138198852539,3099971551232.0,724109623296.0,2
1121,5276,3308,60,526,23,2534,99,35,59,42,150467.85,75608.85625,-0.7062328457832336,1318086377472.0,2079263031296.0,2
1122,8895,3200,93,143,6,5633,68,78,13,48,145021.4,69647.825,-0.658389687538147,2230093348864.0,1107984384000.0,2
1123,5075,2827,9,84,12,7115,80,5,41,62,196437.075,74967.275,-0.678238570690155,1189091213312.0,1162567352320.0,2
1124,669,3963,40,572,6,1585,93,48,52,89,164545.8,90075.2625,-0.6828411817550659,379080278016.0,1692663021568.0,2
1125,8028,3678,5,12,3,3165,79,27,62,60,174280.1625,66299.70625,-0.6649295091629028,1538573467648.0,866161852416.0,2
1126,126,3211,15,461,8,525,90,46,52,96,212629.55,143676.275,-0.2866666316986084,117886083072.0,1684316356608.0,2
1127,3367,2534,42,16,3,6718,36,50,27,39,219901.2,101357.10625,-0.5379944443702698,1046240034816.0,675591749632.0,2
1128,7179,3839,174,80,33,7680,100,58,12,16,129945.8,77085.78125,-0.7097422480583191,2420766408704.0,2016204816384.0,2
1129,894,2915,48,433,7,2557,25,31,63,93,275215.6,111111.25,-0.3839789927005768,494666907648.0,1144205213696.0,2
1130,6317,2975,80,17,10,1841,18,37,28,51,239942.15,81192.9,-0.5691956877708435,1576422735872.0,747946311680.0,2
1131,3859,3975,55,827,40,6401,96,58,34,3,141799.675,93093.1875,-0.7032910585403442,1186883174400.0,2893134954496.0,2
1132,2914,3187,60,35,11,3617,25,30,66,66,249242.0,87227.8125,-0.5856562256813049,946417238016.0,872132050944.0,2
1133,3099,3902,41,6,3,1753,67,31,93,26,200911.325,93111.025,-0.6458743810653687,813343440896.0,802568011776.0,2
1134,7843,2949,2,14,13,2270,88,93,83,59,116620.1,65946.35,-0.678706169128418,1458358976512.0,1433698566144.0,2
1135,7383,3673,122,14,3,4613,83,27,35,50,169815.225,69669.45,-0.676884651184082,2078154686464.0,865068974080.0,2
1136,7772,2462,26,11,3,3234,55,100,6,64,143586.75,73889.90625,-0.5449392199516296,1604046028800.0,909318946816.0,2
1137,7410,3402,154,55,0,6601,92,69,7,44,141826.425,72531.4875,-0.6978586316108704,2319216803840.0,998850494464.0,2
1138,5184,3215,221,114,9,4606,91,77,19,63,127261.9,74784.08125,-0.6948245763778687,2201977880576.0,1356989333504.0,2
1139,3126,2553,86,47,5,7362,18,50,7,9,242987.7,117336.2,-0.5196420550346375,1253059854336.0,613612650496.0,2
1140,5181,3199,88,1424,61,6929,98,29,84,89,153894.6,61907.63125,-0.707336962223053,1605238784000.0,4115094831104.0,2
1141,7951,2094,474,180,1,3364,38,16,89,82,247705.025,73237.9375,-0.3976714313030243,3933709008896.0,723427131392.0,2
1142,211,3975,7,708,23,1537,95,58,34,8,166251.65,136192.0,-0.5947800278663635,128640630784.0,2316831555584.0,2
1143,4852,3687,1988,63,3,5098,88,3,52,51,187495.85,75123.9375,-0.6903620362281799,11209171533824.0,887873077248.0,2
1144,743,2672,33,71,4,5358,92,76,60,45,170244.6625,141363.7375,-0.4102325439453125,493761331200.0,1257134358528.0,2
1145,3320,3798,26,246,3,1221,83,28,36,37,183897.85,94237.4625,-0.6785455942153931,755607797760.0,1081024577536.0,2
1146,7394,3519,10,737,19,3515,95,88,64,76,111520.95,61444.35,-0.7003360986709595,1466574962688.0,2286122172416.0,2
1147,1219,3431,34,351,16,2915,89,62,60,70,155406.875,93846.09375,-0.673133909702301,492622675968.0,1824962379776.0,2
1148,3080,3257,25,809,2,1753,37,31,59,38,239598.975,96254.13125,-0.6065989136695862,728115904512.0,1287071596544.0,2
1149,6366,2663,48,22,10,2246,20,91,3,48,185192.15,83857.6,-0.5637776851654053,1435887337472.0,913722376192.0,2
1150,4658,2942,44,103,10,2769,72,92,48,60,135716.925,78574.10625,-0.6632046103477478,1137157734400.0,1337804193792.0,2
1151,8045,3228,1967,79,4,5122,23,28,72,97,235047.7,60351.0375,-0.5871677994728088,11658362617856.0,685720731648.0,2
1152,7871,2699,189,14,13,2273,91,97,52,16,111773.975,76153.95,-0.68841153383255,2420782923776.0,1391116681216.0,2
1153,780,3590,37,534,12,1827,95,96,45,52,123696.35,108599.4375,-0.6342496871948242,391871332352.0,1992031600640.0,2
1154,8012,2941,93,881,58,2014,91,99,82,91,107065.0125,57609.5125,-0.6925063133239746,1944359927808.0,3687180926976.0,2
1155,290,3716,48,455,6,1598,99,59,11,38,162785.5,132354.7625,-0.5562535524368286,354538258432.0,1597443407872.0,2
1156,1855,3432,1,304,23,908,90,46,60,21,171442.25,112730.275,-0.6898426413536072,361162309632.0,1901160038400.0,2
1157,3798,3641,36,232,3,6853,45,2,36,28,247963.55,91448.525,-0.6221815943717957,1095473299456.0,739019718656.0,2
1158,2524,3871,44,384,15,1599,63,9,11,36,227735.8,102199.33125,-0.6472198367118835,722989285376.0,1398623174656.0,2
1159,4779,3673,1979,1,3,5114,83,3,60,51,193867.8625,75056.225,-0.6822618842124939,11150966128640.0,808849506304.0,2
1160,768,3368,26,262,3,1989,80,24,35,89,208278.875,101322.9,-0.5540626645088196,339372113920.0,1157644943360.0,2
1161,5823,3198,478,81,4,1474,91,14,7,96,173859.9375,68173.0,-0.691413938999176,3514799489024.0,1019489943552.0,2
1162,5180,3203,431,1967,49,6943,100,18,75,73,160184.9375,66384.6125,-0.7104575037956238,3361734918144.0,4158946017280.0,2
1163,7843,3205,1,847,11,1825,88,34,87,100,157149.375,55937.84375,-0.6874781847000122,1437005250560.0,1978979581952.0,2
1164,1251,3486,5,1209,78,1223,42,31,92,78,237654.6,90779.63125,-0.6041653752326965,287989137408.0,4205598474240.0,2
1165,255,2896,10,504,3,2525,95,24,28,95,223789.125,139039.0,-0.30881577730178833,187702378496.0,1480013381632.0,2
1166,8035,3961,93,951,42,1249,88,100,72,96,109857.3875,57803.2125,-0.6864426136016846,1920456458240.0,3223860019200.0,2
1167,7396,2800,209,72,1,5103,99,60,60,17,137428.4875,74744.15625,-0.7080091238021851,2543732916224.0,1019876474880.0,2
1168,1080,2943,43,70,2,5358,75,36,47,50,214089.05,118613.05,-0.5159944295883179,603626274816.0,932990746624.0,2
1169,8403,3839,3,560,22,1972,65,4,34,95,206759.1625,61511.33125,-0.6503244638442993,1550092861440.0,1832301625344.0,2
1170,7147,3077,307,696,17,1759,100,1,94,72,168456.85,61572.05,-0.7067230343818665,2880158040064.0,1988970020864.0,2
1171,1955,3809,36,385,12,1318,76,57,11,37,172628.6,107431.975,-0.6676226854324341,572727033856.0,1552713252864.0,2
1172,5814,3654,476,6,3,1477,47,1,7,31,240592.375,86017.4875,-0.6183285713195801,3503101575168.0,537417875456.0,2
1173,989,3960,40,1472,14,1742,34,60,59,89,214559.5,89787.4375,-0.6021762490272522,440513298432.0,2415281045504.0,2
1174,4264,2811,93,881,4,2014,80,1,92,100,202420.35,65107.74375,-0.6761178374290466,1291907760128.0,1660849225728.0,2
1175,652,3652,4,573,7,1591,89,15,52,73,203646.1375,101480.1375,-0.6102260947227478,192019841024.0,1566123753472.0,2
1176,6495,2946,94,64,13,1729,91,27,71,35,164423.75,75083.15,-0.690851092338562,1675003428864.0,1281375600640.0,2
1177,1016,3944,411,105,13,1794,99,34,63,37,169763.05,103925.4875,-0.7063082456588745,2346629988352.0,1435589148672.0,2
1178,239,3991,9,567,8,318,64,38,33,52,222930.575,130274.725,-0.5350722670555115,99285762048.0,1505701003264.0,2
1179,6923,2549,291,601,41,7904,99,96,65,84,102539.6125,60805.93125,-0.6859661936759949,2983413678080.0,2930945032192.0,2
1180,8403,3455,34,968,8,7054,71,4,91,97,197632.2875,55019.85,-0.6642046570777893,1894204047360.0,1801757917184.0,2
1181,4019,3701,50,765,86,1729,92,61,20,61,141930.225,81572.075,-0.6937238574028015,1018701414400.0,4379292991488.0,2
1182,5836,3704,284,27,2,550,46,1,4,3,250108.1,95877.375,-0.6154665350914001,2490074923008.0,479984353280.0,2
1183,3331,3770,41,1315,70,1249,68,93,28,61,141654.3,87308.10625,-0.6547960638999939,835344007168.0,4321100693504.0,2
1184,5960,3198,318,95,6,2018,68,78,39,95,147616.125,66033.4875,-0.6557149291038513,2739293650944.0,1161251520512.0,2
1185,2275,3518,42,185,78,1336,92,51,92,13,161086.275,104160.56875,-0.6940382719039917,659809239040.0,3604623130624.0,2
1186,162,3975,23,298,5,2305,19,59,33,9,248792.7,142379.5875,-0.45619091391563416,230047383552.0,911463088128.0,2
1187,4004,3983,37,249,32,318,92,62,35,26,144918.1625,94127.06875,-0.6913820505142212,898056912896.0,2164956856320.0,2
1188,3062,2368,38,473,12,1313,67,30,67,90,208290.1875,87942.625,-0.5235899686813354,775491289088.0,1574741868544.0,2
1189,5900,2374,66,983,25,6623,99,99,10,62,104269.7625,75977.2125,-0.6190258264541626,1606599180288.0,2721158529024.0,2
1190,5164,3203,431,1967,49,6943,100,18,75,73,160238.3,66444.16875,-0.7104582190513611,3358949638144.0,4159089147904.0,2
1191,7891,3193,479,137,51,6918,90,3,75,96,176209.9875,55890.475,-0.6944054365158081,4078514470912.0,2554002145280.0,2
1192,3428,3694,898,92,2,4710,49,4,16,48,247277.15,90723.05,-0.6274417042732239,5366326755328.0,634445299712.0,2
1193,6939,3169,6,1137,78,2753,77,28,92,80,175407.55,60968.55,-0.6714339852333069,1339090534400.0,4266847633408.0,2
1194,7756,3215,464,81,14,6917,100,18,60,91,154090.775,57520.275,-0.7101908326148987,3978176757760.0,1412575002624.0,2
